timestamp,sensor_id,temperature,humidity,power_consumption
2025-10-01T00:00:00Z,S01,20.4,53.5,635.0
2025-10-01T00:00:00Z,S02,20.7,50.8,652.0
2025-10-01T00:00:00Z,S03,20.9,48.9,713.0
2025-10-01T03:00:00Z,S01,24.3,51.0,737.0
2025-10-01T03:00:00Z,S02,25.2,47.2,757.0
2025-10-01T03:00:00Z,S03,23.5,52.8,749.0
2025-10-01T06:00:00Z,S01,26.3,53.9,775.0
2025-10-01T06:00:00Z,S02,25.5,55.7,747.0
2025-10-01T06:00:00Z,S03,26.5,58.2,840.0
2025-10-01T09:00:00Z,S01,23.2,54.4,776.0
2025-10-01T09:00:00Z,S02,24.5,55.1,679.0
2025-10-01T09:00:00Z,S03,23.5,56.3,680.0
2025-10-01T12:00:00Z,S01,20.4,63.7,626.0
2025-10-01T12:00:00Z,S02,20.4,66.7,706.0
2025-10-01T12:00:00Z,S03,20.0,60.7,621.0
2025-10-01T15:00:00Z,S01,18.1,64.7,518.0
2025-10-01T15:00:00Z,S02,16.8,64.1,631.0
2025-10-01T15:00:00Z,S03,17.4,65.2,572.0
2025-10-01T18:00:00Z,S01,14.9,64.6,612.0
2025-10-01T18:00:00Z,S02,14.9,70.1,542.0
2025-10-01T18:00:00Z,S03,16.1,67.2,625.0
2025-10-01T21:00:00Z,S01,16.3,63.2,553.0
2025-10-01T21:00:00Z,S02,17.3,60.7,556.0
2025-10-01T21:00:00Z,S03,17.3,54.2,689.0
2025-10-02T00:00:00Z,S01,20.6,47.2,718.0
2025-10-02T00:00:00Z,S02,19.8,55.1,673.0
2025-10-02T00:00:00Z,S03,19.1,54.7,605.0
2025-10-02T03:00:00Z,S01,24.7,45.8,747.0
2025-10-02T03:00:00Z,S02,24.5,55.8,737.0
2025-10-02T03:00:00Z,S03,24.4,49.0,702.0
2025-10-02T06:00:00Z,S01,25.5,45.8,731.0
2025-10-02T06:00:00Z,S02,26.3,49.7,671.0
2025-10-02T06:00:00Z,S03,24.6,57.4,751.0
2025-10-02T09:00:00Z,S01,25.1,47.6,752.0
2025-10-02T09:00:00Z,S02,24.3,52.5,717.0
2025-10-02T09:00:00Z,S03,24.2,55.1,709.0
2025-10-02T12:00:00Z,S01,21.2,59.5,778.0
2025-10-02T12:00:00Z,S02,20.2,60.3,664.0
2025-10-02T12:00:00Z,S03,19.3,67.7,693.0
2025-10-02T15:00:00Z,S01,17.6,68.3,722.0
2025-10-02T15:00:00Z,S02,17.3,67.3,541.0
2025-10-02T15:00:00Z,S03,17.3,61.8,464.0
2025-10-02T18:00:00Z,S01,15.9,64.0,571.0
2025-10-02T18:00:00Z,S02,15.2,59.5,569.0
2025-10-02T18:00:00Z,S03,14.8,67.1,505.0
2025-10-02T21:00:00Z,S01,18.8,60.9,628.0
2025-10-02T21:00:00Z,S02,17.7,62.5,515.0
2025-10-02T21:00:00Z,S03,15.9,61.4,527.0
2025-10-03T00:00:00Z,S01,20.3,58.0,710.0
2025-10-03T00:00:00Z,S02,19.0,52.3,706.0
2025-10-03T00:00:00Z,S03,21.0,51.1,528.0
2025-10-03T03:00:00Z,S01,22.4,55.0,633.0
2025-10-03T03:00:00Z,S02,23.7,54.3,786.0
2025-10-03T03:00:00Z,S03,24.2,50.9,666.0
2025-10-03T06:00:00Z,S01,26.8,50.7,782.0
2025-10-03T06:00:00Z,S02,23.9,42.6,699.0
2025-10-03T06:00:00Z,S03,25.0,55.2,683.0
2025-10-03T09:00:00Z,S01,23.6,60.5,704.0
2025-10-03T09:00:00Z,S02,22.8,53.0,716.0
2025-10-03T09:00:00Z,S03,25.2,54.6,729.0
2025-10-03T12:00:00Z,S01,20.6,62.2,669.0
2025-10-03T12:00:00Z,S02,21.6,55.9,528.0
2025-10-03T12:00:00Z,S03,20.1,55.9,717.0
2025-10-03T15:00:00Z,S01,18.0,62.7,554.0
2025-10-03T15:00:00Z,S02,17.7,62.8,532.0
2025-10-03T15:00:00Z,S03,17.0,65.6,579.0
2025-10-03T18:00:00Z,S01,14.2,62.9,440.0
2025-10-03T18:00:00Z,S02,14.9,65.9,1600.0
2025-10-03T18:00:00Z,S03,15.7,61.9,509.0
2025-10-03T21:00:00Z,S01,15.9,55.1,443.0
2025-10-03T21:00:00Z,S02,15.7,59.6,503.0
2025-10-03T21:00:00Z,S03,16.4,59.1,581.0
2025-10-04T00:00:00Z,S01,19.2,51.1,558.0
2025-10-04T00:00:00Z,S02,18.1,53.3,653.0
2025-10-04T00:00:00Z,S03,20.9,53.9,726.0
2025-10-04T03:00:00Z,S01,23.4,49.1,673.0
2025-10-04T03:00:00Z,S02,23.6,49.8,828.0
2025-10-04T03:00:00Z,S03,23.6,44.4,654.0
2025-10-04T06:00:00Z,S01,25.8,53.8,727.0
2025-10-04T06:00:00Z,S02,27.4,51.7,707.0
2025-10-04T06:00:00Z,S03,25.1,45.3,686.0
2025-10-04T09:00:00Z,S01,24.4,61.8,836.0
2025-10-04T09:00:00Z,S02,24.4,52.2,672.0
2025-10-04T09:00:00Z,S03,25.1,57.4,773.0
2025-10-04T12:00:00Z,S01,20.7,57.0,719.0
2025-10-04T12:00:00Z,S02,20.0,64.3,659.0
2025-10-04T12:00:00Z,S03,19.6,60.0,628.0
2025-10-04T15:00:00Z,S01,15.8,67.1,507.0
2025-10-04T15:00:00Z,S02,17.3,68.0,692.0
2025-10-04T15:00:00Z,S03,15.0,56.7,597.0
2025-10-04T18:00:00Z,S01,14.0,61.4,553.0
2025-10-04T18:00:00Z,S02,14.2,66.4,467.0
2025-10-04T18:00:00Z,S03,16.8,67.8,589.0
2025-10-04T21:00:00Z,S01,17.0,61.9,561.0
2025-10-04T21:00:00Z,S02,16.7,62.2,600.0
2025-10-04T21:00:00Z,S03,19.0,61.2,672.0
2025-10-05T00:00:00Z,S01,20.1,53.7,625.0
2025-10-05T00:00:00Z,S02,20.6,55.2,763.0
2025-10-05T00:00:00Z,S03,20.2,51.7,589.0
2025-10-05T03:00:00Z,S01,24.4,43.9,730.0
2025-10-05T03:00:00Z,S02,23.9,57.4,616.0
2025-10-05T03:00:00Z,S03,22.5,45.7,692.0
2025-10-05T06:00:00Z,S01,26.0,54.2,786.0
2025-10-05T06:00:00Z,S02,26.1,50.7,677.0
2025-10-05T06:00:00Z,S03,25.2,53.9,729.0
2025-10-05T09:00:00Z,S01,24.1,53.6,694.0
2025-10-05T09:00:00Z,S02,24.3,54.7,696.0
2025-10-05T09:00:00Z,S03,23.8,57.0,643.0
2025-10-05T12:00:00Z,S01,21.1,60.0,723.0
2025-10-05T12:00:00Z,S02,21.0,59.2,631.0
2025-10-05T12:00:00Z,S03,20.3,70.2,560.0
2025-10-05T15:00:00Z,S01,17.1,61.9,520.0
2025-10-05T15:00:00Z,S02,16.4,62.1,628.0
2025-10-05T15:00:00Z,S03,16.0,67.1,618.0
2025-10-05T18:00:00Z,S01,15.9,62.7,567.0
2025-10-05T18:00:00Z,S02,16.2,60.7,590.0
2025-10-05T18:00:00Z,S03,15.9,66.4,554.0
2025-10-05T21:00:00Z,S01,16.4,61.7,731.0
2025-10-05T21:00:00Z,S02,18.2,57.1,506.0
2025-10-05T21:00:00Z,S03,17.4,59.7,539.0
