timestamp,sensor_id,temperature,humidity,power_consumption
2025-10-01T00:00:00Z,S01,21.2,55.4,677.0
2025-10-01T00:00:00Z,S02,21.8,58.5,736.0
2025-10-01T00:00:00Z,S03,20.8,53.3,701.0
2025-10-01T03:00:00Z,S01,26.3,50.5,887.0
2025-10-01T03:00:00Z,S02,24.8,49.5,857.0
2025-10-01T03:00:00Z,S03,23.6,53.7,827.0
2025-10-01T06:00:00Z,S01,26.2,55.6,794.0
2025-10-01T06:00:00Z,S02,25.6,54.5,689.0
2025-10-01T06:00:00Z,S03,25.9,54.0,838.0
2025-10-01T09:00:00Z,S01,23.5,61.6,763.0
2025-10-01T09:00:00Z,S02,24.1,53.3,777.0
2025-10-01T09:00:00Z,S03,25.6,52.3,841.0
2025-10-01T12:00:00Z,S01,22.9,65.8,811.0
2025-10-01T12:00:00Z,S02,22.5,56.6,702.0
2025-10-01T12:00:00Z,S03,20.9,58.8,673.0
2025-10-01T15:00:00Z,S01,18.4,62.4,605.0
2025-10-01T15:00:00Z,S02,17.7,66.2,629.0
2025-10-01T15:00:00Z,S03,17.3,66.1,584.0
2025-10-01T18:00:00Z,S01,16.3,65.7,562.0
2025-10-01T18:00:00Z,S02,17.7,58.9,596.0
2025-10-01T18:00:00Z,S03,14.9,71.1,570.0
2025-10-01T21:00:00Z,S01,17.5,61.8,632.0
2025-10-01T21:00:00Z,S02,17.4,59.4,636.0
2025-10-01T21:00:00Z,S03,19.2,53.5,645.0
2025-10-02T00:00:00Z,S01,22.2,47.8,778.0
2025-10-02T00:00:00Z,S02,21.6,58.7,831.0
2025-10-02T00:00:00Z,S03,22.0,55.1,780.0
2025-10-02T03:00:00Z,S01,24.5,52.0,689.0
2025-10-02T03:00:00Z,S02,26.8,43.6,739.0
2025-10-02T03:00:00Z,S03,25.5,45.5,854.0
2025-10-02T06:00:00Z,S01,27.3,58.9,719.0
2025-10-02T06:00:00Z,S02,25.5,46.5,721.0
2025-10-02T06:00:00Z,S03,27.1,48.8,815.0
2025-10-02T09:00:00Z,S01,25.3,58.0,834.0
2025-10-02T09:00:00Z,S02,23.4,52.1,675.0
2025-10-02T09:00:00Z,S03,25.4,54.5,879.0
2025-10-02T12:00:00Z,S01,21.6,67.0,680.0
2025-10-02T12:00:00Z,S02,22.4,61.6,839.0
2025-10-02T12:00:00Z,S03,21.2,60.4,799.0
2025-10-02T15:00:00Z,S01,18.0,66.3,628.0
2025-10-02T15:00:00Z,S02,17.2,64.4,613.0
2025-10-02T15:00:00Z,S03,17.7,63.8,669.0
2025-10-02T18:00:00Z,S01,16.2,64.8,509.0
2025-10-02T18:00:00Z,S02,16.4,69.9,625.0
2025-10-02T18:00:00Z,S03,16.0,65.0,575.0
2025-10-02T21:00:00Z,S01,18.7,61.6,623.0
2025-10-02T21:00:00Z,S02,17.4,63.6,621.0
2025-10-02T21:00:00Z,S03,19.9,58.4,790.0
2025-10-03T00:00:00Z,S01,20.7,51.3,700.0
2025-10-03T00:00:00Z,S02,21.6,55.9,664.0
2025-10-03T00:00:00Z,S03,21.8,49.0,725.0
2025-10-03T03:00:00Z,S01,23.6,47.0,809.0
2025-10-03T03:00:00Z,S02,24.2,50.8,753.0
2025-10-03T03:00:00Z,S03,24.5,53.1,785.0
2025-10-03T06:00:00Z,S01,26.9,55.4,765.0
2025-10-03T06:00:00Z,S02,26.2,52.4,952.0
2025-10-03T06:00:00Z,S03,26.7,53.6,797.0
2025-10-03T09:00:00Z,S01,25.4,60.6,885.0
2025-10-03T09:00:00Z,S02,25.3,52.7,870.0
2025-10-03T09:00:00Z,S03,24.1,58.7,716.0
2025-10-03T12:00:00Z,S01,21.8,58.4,679.0
2025-10-03T12:00:00Z,S02,20.6,64.8,651.0
2025-10-03T12:00:00Z,S03,22.6,56.4,654.0
2025-10-03T15:00:00Z,S01,18.2,69.1,614.0
2025-10-03T15:00:00Z,S02,17.3,61.8,682.0
2025-10-03T15:00:00Z,S03,17.3,66.7,686.0
2025-10-03T18:00:00Z,S01,16.1,64.7,710.0
2025-10-03T18:00:00Z,S02,16.1,67.9,572.0
2025-10-03T18:00:00Z,S03,16.8,67.4,591.0
2025-10-03T21:00:00Z,S01,18.5,61.4,673.0
2025-10-03T21:00:00Z,S02,16.7,64.4,526.0
2025-10-03T21:00:00Z,S03,18.7,56.6,856.0
2025-10-04T00:00:00Z,S01,21.3,55.8,679.0
2025-10-04T00:00:00Z,S02,21.0,54.9,
2025-10-04T00:00:00Z,S03,21.7,54.2,661.0
2025-10-04T03:00:00Z,S01,24.5,53.8,760.0
2025-10-04T03:00:00Z,S02,25.0,49.7,852.0
2025-10-04T03:00:00Z,S03,25.0,49.9,710.0
2025-10-04T06:00:00Z,S01,26.1,51.3,879.0
2025-10-04T06:00:00Z,S02,26.1,52.4,864.0
2025-10-04T06:00:00Z,S03,26.4,57.4,842.0
2025-10-04T09:00:00Z,S01,26.5,60.7,893.0
2025-10-04T09:00:00Z,S02,24.7,45.7,748.0
2025-10-04T09:00:00Z,S03,24.9,62.5,875.0
2025-10-04T12:00:00Z,S01,20.0,62.9,639.0
2025-10-04T12:00:00Z,S02,21.4,62.9,706.0
2025-10-04T12:00:00Z,S03,20.9,56.0,716.0
2025-10-04T15:00:00Z,S01,18.2,67.9,654.0
2025-10-04T15:00:00Z,S02,17.3,65.3,689.0
2025-10-04T15:00:00Z,S03,17.5,74.4,685.0
2025-10-04T18:00:00Z,S01,15.0,62.1,604.0
2025-10-04T18:00:00Z,S02,16.9,64.8,660.0
2025-10-04T18:00:00Z,S03,17.6,61.8,541.0
2025-10-04T21:00:00Z,S01,17.8,67.8,588.0
2025-10-04T21:00:00Z,S02,19.0,62.7,650.0
2025-10-04T21:00:00Z,S03,17.8,63.7,615.0
2025-10-05T00:00:00Z,S01,21.0,55.8,703.0
2025-10-05T00:00:00Z,S02,21.0,53.9,613.0
2025-10-05T00:00:00Z,S03,20.7,57.6,645.0
2025-10-05T03:00:00Z,S01,23.2,52.8,747.0
2025-10-05T03:00:00Z,S02,25.3,46.3,794.0
2025-10-05T03:00:00Z,S03,24.5,46.8,663.0
2025-10-05T06:00:00Z,S01,26.7,45.4,877.0
2025-10-05T06:00:00Z,S02,26.2,50.5,868.0
2025-10-05T06:00:00Z,S03,27.3,52.7,834.0
2025-10-05T09:00:00Z,S01,24.6,52.9,843.0
2025-10-05T09:00:00Z,S02,25.2,56.0,714.0
2025-10-05T09:00:00Z,S03,25.5,55.4,660.0
2025-10-05T12:00:00Z,S01,19.7,66.2,663.0
2025-10-05T12:00:00Z,S02,22.6,62.2,778.0
2025-10-05T12:00:00Z,S03,21.8,63.8,649.0
2025-10-05T15:00:00Z,S01,18.5,66.7,648.0
2025-10-05T15:00:00Z,S02,18.2,66.2,680.0
2025-10-05T15:00:00Z,S03,17.6,66.5,621.0
2025-10-05T18:00:00Z,S01,17.5,58.3,683.0
2025-10-05T18:00:00Z,S02,15.0,68.7,646.0
2025-10-05T18:00:00Z,S03,16.8,69.2,589.0
2025-10-05T21:00:00Z,S01,19.0,63.9,635.0
2025-10-05T21:00:00Z,S02,18.2,56.5,712.0
2025-10-05T21:00:00Z,S03,17.3,60.5,672.0
