timestamp,sensor_id,temperature,humidity,power_consumption
2025-10-01T00:00:00Z,S01,20.5,58.5,607.0
2025-10-01T00:00:00Z,S02,22.1,55.0,672.0
2025-10-01T00:00:00Z,S03,21.9,54.0,633.0
2025-10-01T03:00:00Z,S01,25.1,52.5,674.0
2025-10-01T03:00:00Z,S02,24.2,53.6,675.0
2025-10-01T03:00:00Z,S03,24.3,47.8,791.0
2025-10-01T06:00:00Z,S01,23.8,53.6,737.0
2025-10-01T06:00:00Z,S02,27.0,47.1,786.0
2025-10-01T06:00:00Z,S03,24.8,49.5,785.0
2025-10-01T09:00:00Z,S01,23.0,58.0,724.0
2025-10-01T09:00:00Z,S02,24.1,51.6,691.0
2025-10-01T09:00:00Z,S03,24.1,58.0,735.0
2025-10-01T12:00:00Z,S01,19.9,63.0,723.0
2025-10-01T12:00:00Z,S02,20.7,58.0,655.0
2025-10-01T12:00:00Z,S03,20.6,61.8,621.0
2025-10-01T15:00:00Z,S01,18.3,59.4,683.0
2025-10-01T15:00:00Z,S02,17.4,66.7,718.0
2025-10-01T15:00:00Z,S03,16.0,66.9,532.0
2025-10-01T18:00:00Z,S01,15.9,65.3,565.0
2025-10-01T18:00:00Z,S02,18.2,69.4,609.0
2025-10-01T18:00:00Z,S03,15.4,67.4,541.0
2025-10-01T21:00:00Z,S01,17.7,58.3,532.0
2025-10-01T21:00:00Z,S02,17.8,58.7,637.0
2025-10-01T21:00:00Z,S03,16.5,58.9,625.0
2025-10-02T00:00:00Z,S01,19.7,49.7,624.0
2025-10-02T00:00:00Z,S02,20.1,45.4,1600.0
2025-10-02T00:00:00Z,S03,21.4,56.8,623.0
2025-10-02T03:00:00Z,S01,23.3,56.2,720.0
2025-10-02T03:00:00Z,S02,24.9,44.4,745.0
2025-10-02T03:00:00Z,S03,24.2,51.6,758.0
2025-10-02T06:00:00Z,S01,26.0,57.0,744.0
2025-10-02T06:00:00Z,S02,25.3,48.1,748.0
2025-10-02T06:00:00Z,S03,25.4,46.7,679.0
2025-10-02T09:00:00Z,S01,24.2,60.5,689.0
2025-10-02T09:00:00Z,S02,23.8,53.8,747.0
2025-10-02T09:00:00Z,S03,24.1,60.8,717.0
2025-10-02T12:00:00Z,S01,21.1,62.7,682.0
2025-10-02T12:00:00Z,S02,21.4,60.4,746.0
2025-10-02T12:00:00Z,S03,20.8,60.1,677.0
2025-10-02T15:00:00Z,S01,16.9,70.4,563.0
2025-10-02T15:00:00Z,S02,17.1,65.8,699.0
2025-10-02T15:00:00Z,S03,17.6,59.9,759.0
2025-10-02T18:00:00Z,S01,15.8,65.1,536.0
2025-10-02T18:00:00Z,S02,15.8,63.9,596.0
2025-10-02T18:00:00Z,S03,14.8,61.4,480.0
2025-10-02T21:00:00Z,S01,17.2,61.0,617.0
2025-10-02T21:00:00Z,S02,17.1,63.9,635.0
2025-10-02T21:00:00Z,S03,16.3,56.7,677.0
2025-10-03T00:00:00Z,S01,21.2,50.3,646.0
2025-10-03T00:00:00Z,S02,20.9,51.8,599.0
2025-10-03T00:00:00Z,S03,21.5,54.3,692.0
2025-10-03T03:00:00Z,S01,24.8,51.7,749.0
2025-10-03T03:00:00Z,S02,24.5,47.3,728.0
2025-10-03T03:00:00Z,S03,23.8,49.4,750.0
2025-10-03T06:00:00Z,S01,24.3,51.2,742.0
2025-10-03T06:00:00Z,S02,24.1,52.7,782.0
2025-10-03T06:00:00Z,S03,24.5,49.8,744.0
2025-10-03T09:00:00Z,S01,22.4,51.2,622.0
2025-10-03T09:00:00Z,S02,24.7,50.4,788.0
2025-10-03T09:00:00Z,S03,24.5,57.9,764.0
2025-10-03T12:00:00Z,S01,21.4,61.7,645.0
2025-10-03T12:00:00Z,S02,19.8,63.2,662.0
2025-10-03T12:00:00Z,S03,21.0,63.0,665.0
2025-10-03T15:00:00Z,S01,18.0,65.4,699.0
2025-10-03T15:00:00Z,S02,15.9,66.0,632.0
2025-10-03T15:00:00Z,S03,15.9,66.8,669.0
2025-10-03T18:00:00Z,S01,14.8,71.3,485.0
2025-10-03T18:00:00Z,S02,15.6,64.5,602.0
2025-10-03T18:00:00Z,S03,15.8,66.5,553.0
2025-10-03T21:00:00Z,S01,15.6,63.4,442.0
2025-10-03T21:00:00Z,S02,17.2,65.8,673.0
2025-10-03T21:00:00Z,S03,17.7,62.4,682.0
2025-10-04T00:00:00Z,S01,20.7,54.2,549.0
2025-10-04T00:00:00Z,S02,20.1,52.0,671.0
2025-10-04T00:00:00Z,S03,20.9,46.8,634.0
2025-10-04T03:00:00Z,S01,24.9,51.2,738.0
2025-10-04T03:00:00Z,S02,24.8,57.5,718.0
2025-10-04T03:00:00Z,S03,24.7,49.0,736.0
2025-10-04T06:00:00Z,S01,27.1,51.1,777.0
2025-10-04T06:00:00Z,S02,24.6,50.2,754.0
2025-10-04T06:00:00Z,S03,24.5,43.3,673.0
