timestamp,sensor_id,temperature,humidity,power_consumption
2025-10-01T00:00:00Z,S01,20.4,55.7,595.0
2025-10-01T00:00:00Z,S02,20.6,54.0,591.0
2025-10-01T00:00:00Z,S03,19.7,57.8,596.0
2025-10-01T03:00:00Z,S01,24.7,52.3,585.0
2025-10-01T03:00:00Z,S02,24.6,54.3,780.0
2025-10-01T03:00:00Z,S03,23.6,45.4,691.0
2025-10-01T06:00:00Z,S01,24.8,51.4,737.0
2025-10-01T06:00:00Z,S02,25.3,55.4,618.0
2025-10-01T06:00:00Z,S03,25.5,48.7,733.0
2025-10-01T09:00:00Z,S01,25.6,56.9,754.0
2025-10-01T09:00:00Z,S02,23.5,50.8,771.0
2025-10-01T09:00:00Z,S03,25.4,62.5,707.0
2025-10-01T12:00:00Z,S01,20.8,64.6,653.0
2025-10-01T12:00:00Z,S02,20.2,60.7,582.0
2025-10-01T12:00:00Z,S03,20.4,65.8,616.0
2025-10-01T15:00:00Z,S01,17.6,62.8,686.0
2025-10-01T15:00:00Z,S02,16.9,70.4,615.0
2025-10-01T15:00:00Z,S03,17.9,66.0,626.0
2025-10-01T18:00:00Z,S01,17.8,68.1,696.0
2025-10-01T18:00:00Z,S02,15.0,66.8,571.0
2025-10-01T18:00:00Z,S03,15.5,61.7,518.0
2025-10-01T21:00:00Z,S01,18.6,55.4,629.0
2025-10-01T21:00:00Z,S02,17.5,60.9,694.0
2025-10-01T21:00:00Z,S03,17.6,58.4,679.0
2025-10-02T00:00:00Z,S01,20.7,55.3,548.0
2025-10-02T00:00:00Z,S02,21.5,53.4,684.0
2025-10-02T00:00:00Z,S03,20.8,54.4,632.0
2025-10-02T03:00:00Z,S01,24.0,50.9,773.0
2025-10-02T03:00:00Z,S02,23.2,49.0,684.0
2025-10-02T03:00:00Z,S03,25.2,50.5,933.0
2025-10-02T06:00:00Z,S01,25.7,48.8,799.0
2025-10-02T06:00:00Z,S02,25.9,52.0,745.0
2025-10-02T06:00:00Z,S03,25.5,50.7,744.0
2025-10-02T09:00:00Z,S01,24.9,55.7,770.0
2025-10-02T09:00:00Z,S02,24.3,54.9,821.0
2025-10-02T09:00:00Z,S03,23.2,55.6,734.0
2025-10-02T12:00:00Z,S01,20.8,59.7,738.0
2025-10-02T12:00:00Z,S02,21.2,61.7,722.0
2025-10-02T12:00:00Z,S03,19.8,61.1,591.0
2025-10-02T15:00:00Z,S01,17.1,61.9,541.0
2025-10-02T15:00:00Z,S02,17.4,66.0,598.0
2025-10-02T15:00:00Z,S03,17.0,60.6,720.0
2025-10-02T18:00:00Z,S01,17.1,63.8,732.0
2025-10-02T18:00:00Z,S02,14.8,62.6,560.0
2025-10-02T18:00:00Z,S03,14.9,63.2,648.0
2025-10-02T21:00:00Z,S01,17.3,56.4,558.0
2025-10-02T21:00:00Z,S02,16.4,62.1,509.0
2025-10-02T21:00:00Z,S03,17.7,63.5,649.0
2025-10-03T00:00:00Z,S01,22.8,55.3,759.0
2025-10-03T00:00:00Z,S02,20.9,64.4,708.0
2025-10-03T00:00:00Z,S03,20.6,49.4,601.0
2025-10-03T03:00:00Z,S01,24.5,46.3,644.0
2025-10-03T03:00:00Z,S02,25.3,44.1,658.0
2025-10-03T03:00:00Z,S03,26.4,49.7,799.0
2025-10-03T06:00:00Z,S01,27.4,53.5,741.0
2025-10-03T06:00:00Z,S02,24.2,52.1,788.0
2025-10-03T06:00:00Z,S03,24.5,48.1,686.0
2025-10-03T09:00:00Z,S01,24.7,51.6,840.0
2025-10-03T09:00:00Z,S02,24.7,53.1,761.0
2025-10-03T09:00:00Z,S03,24.6,56.1,843.0
2025-10-03T12:00:00Z,S01,21.7,59.9,679.0
2025-10-03T12:00:00Z,S02,21.9,63.9,845.0
2025-10-03T12:00:00Z,S03,20.0,60.5,721.0
2025-10-03T15:00:00Z,S01,16.8,63.5,657.0
2025-10-03T15:00:00Z,S02,17.3,65.8,553.0
2025-10-03T15:00:00Z,S03,17.0,70.8,624.0
2025-10-03T18:00:00Z,S01,15.2,69.7,593.0
2025-10-03T18:00:00Z,S02,16.4,67.7,596.0
2025-10-03T18:00:00Z,S03,16.0,66.8,455.0
2025-10-03T21:00:00Z,S01,17.8,61.4,617.0
2025-10-03T21:00:00Z,S02,16.8,64.4,719.0
2025-10-03T21:00:00Z,S03,15.5,55.7,533.0
2025-10-04T00:00:00Z,S01,21.7,53.4,777.0
2025-10-04T00:00:00Z,S02,20.8,54.8,754.0
2025-10-04T00:00:00Z,S03,21.1,56.5,733.0
2025-10-04T03:00:00Z,S01,24.5,52.1,731.0
2025-10-04T03:00:00Z,S02,23.2,54.3,683.0
2025-10-04T03:00:00Z,S03,26.0,47.6,852.0
2025-10-04T06:00:00Z,S01,24.9,43.6,645.0
2025-10-04T06:00:00Z,S02,24.0,42.8,754.0
2025-10-04T06:00:00Z,S03,25.6,49.0,839.0
2025-10-04T09:00:00Z,S01,23.4,55.6,677.0
2025-10-04T09:00:00Z,S02,25.2,61.3,762.0
2025-10-04T09:00:00Z,S03,24.7,56.8,661.0
2025-10-04T12:00:00Z,S01,19.8,68.8,693.0
2025-10-04T12:00:00Z,S02,20.1,63.1,687.0
2025-10-04T12:00:00Z,S03,21.7,60.1,722.0
2025-10-04T15:00:00Z,S01,16.0,66.1,615.0
2025-10-04T15:00:00Z,S02,17.0,69.4,573.0
2025-10-04T15:00:00Z,S03,17.3,68.8,684.0
2025-10-04T18:00:00Z,S01,16.0,65.3,498.0
2025-10-04T18:00:00Z,S02,14.8,60.8,569.0
2025-10-04T18:00:00Z,S03,15.5,62.3,491.0
2025-10-04T21:00:00Z,S01,18.3,62.2,590.0
2025-10-04T21:00:00Z,S02,16.3,57.3,505.0
2025-10-04T21:00:00Z,S03,15.6,58.1,592.0
2025-10-05T00:00:00Z,S01,20.9,57.3,646.0
2025-10-05T00:00:00Z,S02,20.8,54.7,690.0
2025-10-05T00:00:00Z,S03,21.4,51.9,714.0
2025-10-05T03:00:00Z,S01,22.7,43.3,690.0
2025-10-05T03:00:00Z,S02,23.9,50.3,765.0
2025-10-05T03:00:00Z,S03,24.4,48.3,733.0
2025-10-05T06:00:00Z,S01,25.8,45.1,685.0
2025-10-05T06:00:00Z,S02,26.2,52.0,766.0
2025-10-05T06:00:00Z,S03,25.1,54.8,653.0
2025-10-05T09:00:00Z,S01,24.3,56.5,704.0
2025-10-05T09:00:00Z,S02,24.8,59.5,658.0
2025-10-05T09:00:00Z,S03,24.6,57.9,735.0
2025-10-05T12:00:00Z,S01,22.6,59.3,667.0
2025-10-05T12:00:00Z,S02,21.2,55.7,749.0
2025-10-05T12:00:00Z,S03,20.5,67.8,661.0
2025-10-05T15:00:00Z,S01,16.2,70.3,642.0
2025-10-05T15:00:00Z,S02,17.6,69.1,646.0
2025-10-05T15:00:00Z,S03,17.0,73.6,609.0
2025-10-05T18:00:00Z,S01,15.6,63.9,634.0
2025-10-05T18:00:00Z,S02,17.2,65.0,574.0
2025-10-05T18:00:00Z,S03,16.4,61.4,574.0
2025-10-05T21:00:00Z,S01,18.8,53.5,633.0
2025-10-05T21:00:00Z,S02,16.5,59.5,589.0
2025-10-05T21:00:00Z,S03,16.3,60.5,579.0
